activity;sampleId;stamp;alpha;beta;gamma;x;y;z
hands;Hands_Id1;1635417262708;351.205;66.2;7.5;0;0;0
hands;Hands_Id1;1635417262747;351.403;66.2;7.4;0;0;0
hands;Hands_Id1;1635417262775;351.403;66.2;7.4;0.1;0;0
hands;Hands_Id1;1635417262803;351.403;66.2;7.4;0;0;0
hands;Hands_Id1;1635417262836;351.403;66.2;7.4;0.1;0;0
hands;Hands_Id1;1635417262885;351.5;66.2;7.2;0;0;0
hands;Hands_Id1;1635417262925;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417262936;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417262946;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417262957;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417262968;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263016;351.403;66.3;7.301;0;0;0.1
hands;Hands_Id1;1635417263041;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263052;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263062;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263073;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263141;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263152;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263163;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263173;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263184;351.403;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263232;351.403;66.3;7.301;0;0;0.1
hands;Hands_Id1;1635417263281;351.403;66.3;7.301;0.1;0;-0.1
hands;Hands_Id1;1635417263317;351.403;66.3;7.301;0;0.1;0
hands;Hands_Id1;1635417263373;351.3;66.3;7.5;0.1;0;0
hands;Hands_Id1;1635417263428;351.5;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263440;351.5;66.3;7.301;0;0;0
hands;Hands_Id1;1635417263511;351.6;66.3;7.2;0;0;0
hands;Hands_Id1;1635417263523;351.6;66.3;7.2;0;0;0
hands;Hands_Id1;1635417263534;351.6;66.3;7.2;0;0;0
hands;Hands_Id1;1635417263571;351.6;66.3;7.2;-0.1;0;0
hands;Hands_Id1;1635417263629;351.5;66.4;7.301;0;0;0
